+----------------------------+-----------------------------------------------------+---------+----------+----------+-----------------------------------------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
+----------------------------+-----------------------------------------------------+---------+----------+----------+-----------------------------------------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Mod name                   | Registry name                                       | Item ID | Meta/dmg | Subtypes | Display name                                        | Ore Dict keys                                                                                                                                                                                                                                    |
+----------------------------+-----------------------------------------------------+---------+----------+----------+-----------------------------------------------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Achievement Books          | achievementbooks:book_demo                          |   11225 |        0 |    false | Achievement Book Demo                               |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:alubrass_crop                 |    4147 |        0 |    false | Alubrass Crop                                       |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:alubrass_essence              |    4218 |        0 |    false | Alubrass Essence                                    |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:alubrass_sprout               |    4297 |        0 |    false | Alubrass Sprout                                     |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:aluminum_crop                 |    4140 |        0 |    false | Aluminum Crop                                       |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:aluminum_essence              |    4211 |        0 |    false | Aluminum Essence                                    |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:aluminum_sprout               |    4290 |        0 |    false | Aluminum Sprout                                     |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:amber_crop                    |    4156 |        0 |    false | Amber Crop                                          |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:amber_essence                 |    4227 |        0 |    false | Amber Essence                                       |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:amber_sprout                  |    4306 |        0 |    false | Amber Sprout                                        |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:apatite_crop                  |    4161 |        0 |    false | Apatite Crop                                        |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:apatite_essence               |    4232 |        0 |    false | Apatite Essence                                     |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:apatite_sprout                |    4311 |        0 |    false | Apatite Sprout                                      |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:ardite_crop                   |    4145 |        0 |    false | Ardite Crop                                         |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:ardite_essence                |    4216 |        0 |    false | Ardite Essence                                      |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:ardite_sprout                 |    4295 |        0 |    false | Ardite Sprout                                       |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:blaze_chunk                   |    4242 |        0 |    false | Blaze Chunk                                         |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:blaze_crop                    |    4119 |        0 |    false | Blaze Crop                                          |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:blaze_essence                 |    4190 |        0 |    false | Blaze Essence                                       |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:blaze_sprout                  |    4269 |        0 |    false | Blaze Sprout                                        |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:brass_crop                    |    4153 |        0 |    false | Brass Crop                                          |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:brass_essence                 |    4224 |        0 |    false | Brass Essence                                       |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:brass_sprout                  |    4303 |        0 |    false | Brass Sprout                                        |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:bronze_crop                   |    4149 |        0 |    false | Bronze Crop                                         |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:bronze_essence                |    4220 |        0 |    false | Bronze Essence                                      |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:bronze_sprout                 |    4299 |        0 |    false | Bronze Sprout                                       |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:chicken_chunk                 |    4247 |        0 |    false | Chicken Chunk                                       |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:chicken_crop                  |    4124 |        0 |    false | Chicken Crop                                        |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:chicken_essence               |    4195 |        0 |    false | Chicken Essence                                     |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:chicken_sprout                |    4274 |        0 |    false | Chicken Sprout                                      |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:coal_crop                     |    4102 |        0 |    false | Coal Crop                                           |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:coal_essence                  |    4173 |        0 |    false | Coal Essence                                        |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:coal_sprout                   |    4252 |        0 |    false | Coal Sprout                                         |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:cobalt_crop                   |    4146 |        0 |    false | Cobalt Crop                                         |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:cobalt_essence                |    4217 |        0 |    false | Cobalt Essence                                      |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:cobalt_sprout                 |    4296 |        0 |    false | Cobalt Sprout                                       |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:cooked_mob_chunk              |    4250 |        0 |    false | Cooked Mob Chunk                                    |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:copper_crop                   |    4134 |        0 |    false | Copper Crop                                         |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:copper_essence                |    4205 |        0 |    false | Copper Essence                                      |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:copper_sprout                 |    4284 |        0 |    false | Copper Sprout                                       |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:cow_chunk                     |    4245 |        0 |    false | Cow Chunk                                           |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:cow_crop                      |    4122 |        0 |    false | Cow Crop                                            |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:cow_essence                   |    4193 |        0 |    false | Cow Essence                                         |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:cow_sprout                    |    4272 |        0 |    false | Cow Sprout                                          |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:creeper_chunk                 |    4235 |        0 |    false | Creeper Chunk                                       |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:creeper_crop                  |    4112 |        0 |    false | Creeper Crop                                        |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:creeper_essence               |    4183 |        0 |    false | Creeper Essence                                     |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:creeper_sprout                |    4262 |        0 |    false | Creeper Sprout                                      |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:diamond_crop                  |    4108 |        0 |    false | Diamond Crop                                        |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:diamond_essence               |    4179 |        0 |    false | Diamond Essence                                     |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:diamond_sprout                |    4258 |        0 |    false | Diamond Sprout                                      |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:dye_crop                      |    4131 |        0 |    false | Dye Crop                                            |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:dye_essence                   |    4202 |        0 |    false | Dye Essence                                         |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:dye_sprout                    |    4281 |        0 |    false | Dye Sprout                                          |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:dye_sprout_former             |    4170 |        0 |    false | Dye Sprout Former                                   |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:earth_crop                    |    4127 |        0 |    false | Earth Crop                                          |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:earth_essence                 |    4198 |        0 |    false | Earth Essence                                       |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:earth_sprout                  |    4277 |        0 |    false | Earth Sprout                                        |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:earth_sprout_former           |    4166 |        0 |    false | Earth Sprout Former                                 |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:electrum_crop                 |    4152 |        0 |    false | Electrum Crop                                       |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:electrum_essence              |    4223 |        0 |    false | Electrum Essence                                    |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:electrum_sprout               |    4302 |        0 |    false | Electrum Sprout                                     |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:emerald_crop                  |    4109 |        0 |    false | Emerald Crop                                        |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:emerald_essence               |    4180 |        0 |    false | Emerald Essence                                     |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:emerald_sprout                |    4259 |        0 |    false | Emerald Sprout                                      |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:enderman_chunk                |    4243 |        0 |    false | Enderman Chunk                                      |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:enderman_crop                 |    4120 |        0 |    false | Enderman Crop                                       |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:enderman_essence              |    4191 |        0 |    false | Enderman Essence                                    |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:enderman_sprout               |    4270 |        0 |    false | Enderman Sprout                                     |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:experience_crop               |    4130 |        0 |    false | Experience Crop                                     |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:experience_essence            |    4201 |        0 |    false | Experience Essence                                  |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:experience_sprout             |    4280 |        0 |    false | Experience Sprout                                   |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:experience_sprout_former      |    4169 |        0 |    false | Experience Sprout Former                            |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:fire_crop                     |    4129 |        0 |    false | Fire Crop                                           |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:fire_essence                  |    4200 |        0 |    false | Fire Essence                                        |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:fire_sprout                   |    4279 |        0 |    false | Fire Sprout                                         |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:fire_sprout_former            |    4168 |        0 |    false | Fire Sprout Former                                  |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:ghast_chunk                   |    4240 |        0 |    false | Ghast Chunk                                         |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:ghast_crop                    |    4117 |        0 |    false | Ghast Crop                                          |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:ghast_essence                 |    4188 |        0 |    false | Ghast Essence                                       |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:ghast_sprout                  |    4267 |        0 |    false | Ghast Sprout                                        |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:glowstone_crop                |    4110 |        0 |    false | Glowstone Crop                                      |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:glowstone_essence             |    4181 |        0 |    false | Glowstone Essence                                   |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:glowstone_sprout              |    4260 |        0 |    false | Glowstone Sprout                                    |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:gold_crop                     |    4104 |        0 |    false | Gold Crop                                           |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:gold_essence                  |    4175 |        0 |    false | Gold Essence                                        |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:gold_sprout                   |    4254 |        0 |    false | Gold Sprout                                         |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:guardian_chunk                |    4239 |        0 |    false | Guardian Chunk                                      |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:guardian_crop                 |    4116 |        0 |    false | Guardian Crop                                       |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:guardian_essence              |    4187 |        0 |    false | Guardian Essence                                    |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:guardian_sprout               |    4266 |        0 |    false | Guardian Sprout                                     |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:invar_crop                    |    4151 |        0 |    false | Invar Crop                                          |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:invar_essence                 |    4222 |        0 |    false | Invar Essence                                       |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:invar_sprout                  |    4301 |        0 |    false | Invar Sprout                                        |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:iridium_crop                  |    4141 |        0 |    false | Iridium Crop                                        |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:iridium_essence               |    4212 |        0 |    false | Iridium Essence                                     |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:iridium_sprout                |    4291 |        0 |    false | Iridium Sprout                                      |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:iron_crop                     |    4103 |        0 |    false | Iron Crop                                           |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:iron_essence                  |    4174 |        0 |    false | Iron Essence                                        |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:iron_sprout                   |    4253 |        0 |    false | Iron Sprout                                         |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:lapis_crop                    |    4105 |        0 |    false | Lapis Crop                                          |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:lapis_essence                 |    4176 |        0 |    false | Lapis Essence                                       |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:lapis_sprout                  |    4255 |        0 |    false | Lapis Sprout                                        |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:lead_crop                     |    4137 |        0 |    false | Lead Crop                                           |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:lead_essence                  |    4208 |        0 |    false | Lead Essence                                        |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:lead_sprout                   |    4287 |        0 |    false | Lead Sprout                                         |                                                                                                                                                                                                                                                  |
| Agricultural Expansion     | agriculturalexpansion:malachite_crop                |    4157 |        0 |    false | Malachite Crop                                      |                                                                                                                                                                                                                                                  |
